"","ensembl_gene_id","hgnc_symbol"
"35585","ENSG00000229873","OGFR-AS1"
"35586","ENSG00000060491","OGFR"
"35587","ENSG00000092758","COL9A3"
"35588","ENSG00000101190","TCFL5"
"35589","ENSG00000233838","DPH3P1"
"35590","ENSG00000236527","ARF4P2"
"35591","ENSG00000101191","DIDO1"
"35592","ENSG00000273759",""
"35593","ENSG00000101193","GID8"
"35594","ENSG00000101194","SLC17A9"
"35595","ENSG00000125533","BHLHE23"
"35596","ENSG00000272259","LINC01749"
"35597","ENSG00000125514","LINC00029"
"35598","ENSG00000237119","LINC01056"
"35599","ENSG00000231133","HAR1B"
"35600","ENSG00000274915",""
"35601","ENSG00000225978","HAR1A"
"35602","ENSG00000287324",""
"35603","ENSG00000260416",""
"35604","ENSG00000286628",""
"35605","ENSG00000231977",""
"35606","ENSG00000207598","MIR124-3"
"35607","ENSG00000149658","YTHDF1"
"35608","ENSG00000273821",""
"35609","ENSG00000101197","BIRC7"
"35610","ENSG00000266463","MIR3196"
"35611","ENSG00000101198","NKAIN4"
"35612","ENSG00000275620",""
"35613","ENSG00000101199","ARFGAP1"
"35614","ENSG00000266104","MIR4326"
"35615","ENSG00000101203","COL20A1"
"35616","ENSG00000222439","RNU6-994P"
"35617","ENSG00000101204","CHRNA4"
"35618","ENSG00000203900",""
"35619","ENSG00000075043","KCNQ2"
"35620","ENSG00000280936",""
"35621","ENSG00000226390","KCNQ2-AS1"
"35622","ENSG00000101210","EEF1A2"
"35623","ENSG00000230226",""
"35624","ENSG00000125534","PPDPF"
"35625","ENSG00000101213","PTK6"
"35626","ENSG00000125508","SRMS"
"35627","ENSG00000275812",""
"35628","ENSG00000125531","FNDC11"
"35629","ENSG00000130589","HELZ2"
"35630","ENSG00000101216","GMEB2"
"35631","ENSG00000232442","MHENCR"
"35632","ENSG00000197457","STMN3"
"35633","ENSG00000258366","RTEL1"
"35634","ENSG00000026036","RTEL1-TNFRSF6B"
"35635","ENSG00000243509","TNFRSF6B"
"35636","ENSG00000101246","ARFRP1"
"35637","ENSG00000197114","ZGPAT"
"35638","ENSG00000273154",""
"35639","ENSG00000274501",""
"35640","ENSG00000203896","LIME1"
"35641","ENSG00000273047",""
"35642","ENSG00000125520","SLC2A4RG"
"35643","ENSG00000130584","ZBTB46"
"35644","ENSG00000229299",""
"35645","ENSG00000231208","ZBTB46-AS1"
"35646","ENSG00000279610","C20orf181"
"35647","ENSG00000268858",""
"35648","ENSG00000183260","ABHD16B"
"35649","ENSG00000101150","TPD52L2"
"35650","ENSG00000101152","DNAJC5"
"35651","ENSG00000199805","RNU1-134P"
"35652","ENSG00000283206","MIR941-1"
"35653","ENSG00000216141","MIR941-2"
"35654","ENSG00000283513","MIR941-3"
"35655","ENSG00000216195","MIR941-4"
"35656","ENSG00000275842","MIR941-5"
"35657","ENSG00000198276","UCKL1"
"35658","ENSG00000284433","MIR1914"
"35659","ENSG00000207554","MIR647"
"35660","ENSG00000280213","UCKL1-AS1"
"35661","ENSG00000196700","ZNF512B"
"35662","ENSG00000130590","SAMD10"
"35663","ENSG00000101161","PRPF6"
"35664","ENSG00000196421","C20orf204"
"35665","ENSG00000203883","SOX18"
"35666","ENSG00000171703","TCEA2"
"35667","ENSG00000237371",""
"35668","ENSG00000171700","RGS19"
"35669","ENSG00000274034","MIR6813"
"35670","ENSG00000125510","OPRL1"
"35671","ENSG00000171695","LKAAEAR1"
"35672","ENSG00000286999",""
"35673","ENSG00000196132","MYT1"
"35674","ENSG00000125522","NPBWR2"
"35675","ENSG00000203880","PCMTD2"
"35676","ENSG00000278171",""
"35677","ENSG00000232852","CICP4"
"35678","ENSG00000149656","LINC00266-1"
"35679","ENSG00000274727",""
"35680","ENSG00000279493",""
"35681","ENSG00000277117",""
"35682","ENSG00000279687",""
"35683","ENSG00000280071","GATD3B"
"35684","ENSG00000276612",""
"35685","ENSG00000275464",""
"35686","ENSG00000280433",""
"35687","ENSG00000279669",""
"35688","ENSG00000279094","LINC01670"
"35689","ENSG00000274333",""
"35690","ENSG00000277777",""
"35691","ENSG00000279186",""
"35692","ENSG00000279784",""
"35693","ENSG00000279064",""
"35694","ENSG00000274559",""
"35695","ENSG00000280013",""
"35696","ENSG00000279769",""
"35697","ENSG00000280191","LINC01669"
"35698","ENSG00000280095",""
"35699","ENSG00000280179",""
"35700","ENSG00000275993","SIK1B"
"35701","ENSG00000288187",""
"35702","ENSG00000274790",""
"35703","ENSG00000275496",""
"35704","ENSG00000280019",""
"35705","ENSG00000279709",""
"35706","ENSG00000278903",""
"35707","ENSG00000276902",""
"35708","ENSG00000274276","CBSL"
"35709","ENSG00000275895","U2AF1L5"
"35710","ENSG00000280346",""
"35711","ENSG00000279226",""
"35712","ENSG00000278927",""
"35713","ENSG00000276076","CRYAA2"
"35714","ENSG00000280145",""
"35715","ENSG00000278878",""
"35716","ENSG00000279788",""
"35717","ENSG00000279728",""
"35718","ENSG00000280164",""
"35719","ENSG00000279998",""
"35720","ENSG00000278955",""
"35721","ENSG00000284550","MIR8069-1"
"35722","ENSG00000280172",""
"35723","ENSG00000279751",""
"35724","ENSG00000280018",""
"35725","ENSG00000279477",""
"35726","ENSG00000278884",""
"35727","ENSG00000277067",""
"35728","ENSG00000274046",""
"35729","ENSG00000280330","CTBP2P10"
"35730","ENSG00000279303",""
"35731","ENSG00000279647",""
"35732","ENSG00000279895",""
"35733","ENSG00000276077",""
"35734","ENSG00000274484",""
"35735","ENSG00000279177","CTBP2P9"
"35736","ENSG00000276546",""
"35737","ENSG00000277991",""
"35738","ENSG00000273590","SMIM11B"
"35739","ENSG00000277277","FAM243B"
"35740","ENSG00000278961","SMIM34B"
"35741","ENSG00000276289","KCNE1B"
"35742","ENSG00000273614",""
"35743","ENSG00000279967",""
"35744","ENSG00000278996",""
"35745","ENSG00000275950","MIR6724-1"
"35746","ENSG00000275664",""
"35747","ENSG00000275708","MIR3648-1"
"35748","ENSG00000277437",""
"35749","ENSG00000280800",""
"35750","ENSG00000278233","RNA5-8SN2"
"35751","ENSG00000286155",""
"35752","ENSG00000286252",""
"35753","ENSG00000286057",""
"35754","ENSG00000286012",""
"35755","ENSG00000274060","MIR6724-2"
"35756","ENSG00000277671",""
"35757","ENSG00000281383",""
"35758","ENSG00000277739",""
"35759","ENSG00000280441",""
"35760","ENSG00000277379","MIR6724-3"
"35761","ENSG00000274868",""
"35762","ENSG00000280614",""
"35763","ENSG00000275215","RNA5-8SN3"
"35764","ENSG00000286267",""
"35765","ENSG00000286146",""
"35766","ENSG00000286054",""
"35767","ENSG00000286178",""
"35768","ENSG00000275692","MIR6724-4"
"35769","ENSG00000278775",""
"35770","ENSG00000281181",""
"35771","ENSG00000278189","RNA5-8SN1"
"35772","ENSG00000286149",""
"35773","ENSG00000286032",""
"35774","ENSG00000286091",""
"35775","ENSG00000286148",""
"35776","ENSG00000279990","RPSAP68"
"35777","ENSG00000279615",""
"35778","ENSG00000279167",""
"35779","ENSG00000279579","LINC01666"
"35780","ENSG00000286033",""
"35781","ENSG00000279213","SNX18P10"
"35782","ENSG00000280243","MTCO1P1"
"35783","ENSG00000278931",""
"35784","ENSG00000264462","MIR3648-2"
"35785","ENSG00000264063",""
"35786","ENSG00000279501",""
"35787","ENSG00000279414",""
"35788","ENSG00000280436",""
"35789","ENSG00000188681","TEKT4P2"
"35790","ENSG00000279720","SOWAHCP2"
"35791","ENSG00000279381",""
"35792","ENSG00000278932",""
"35793","ENSG00000279718","SNX18P12"
"35794","ENSG00000279208",""
"35795","ENSG00000279864","NCOR1P4"
"35796","ENSG00000279211",""
"35797","ENSG00000286103",""
"35798","ENSG00000275631",""
"35799","ENSG00000280081","LINC01667"
"35800","ENSG00000279783",""
"35801","ENSG00000264002","RN7SL52P"
"35802","ENSG00000252199",""
"35803","ENSG00000279321",""
"35804","ENSG00000270533",""
"35805","ENSG00000280372",""
"35806","ENSG00000279851",""
"35807","ENSG00000279062",""
"35808","ENSG00000277693",""
"35809","ENSG00000275945","EIF3FP1"
"35810","ENSG00000275592","VN1R7P"
"35811","ENSG00000278106",""
"35812","ENSG00000187172","BAGE2"
"35813","ENSG00000273840",""
"35814","ENSG00000274391","TPTE"
"35815","ENSG00000278678","CYCSP41"
"35816","ENSG00000273872","SLC25A15P4"
"35817","ENSG00000276556",""
"35818","ENSG00000277282","IGHV1OR21-1"
"35819","ENSG00000229306",""
"35820","ENSG00000224309","ANKRD30BP2"
"35821","ENSG00000207097","RNU6-614P"
"35822","ENSG00000168122","ZNF355P"
"35823","ENSG00000237202",""
"35824","ENSG00000280108",""
"35825","ENSG00000185390","FGF7P2"
"35826","ENSG00000175302","ANKRD30BP1"
"35827","ENSG00000266211","MIR3156-3"
"35828","ENSG00000226930","GTF2IP2"
"35829","ENSG00000219280","VN1R8P"
"35830","ENSG00000228159","LINC01674"
"35831","ENSG00000228184","SNX19P1"
"35832","ENSG00000179381","OR4K11P"
"35833","ENSG00000218549","OR4K12P"
"35834","ENSG00000166351","POTED"
"35835","ENSG00000207476","RNU6-286P"
"35836","ENSG00000266299","MIR3118-1"
"35837","ENSG00000278381",""
"35838","ENSG00000227874","GRAMD4P1"
"35839","ENSG00000214319","CXADRP1"
"35840","ENSG00000279773",""
"35841","ENSG00000273692","LONRF2P5"
"35842","ENSG00000278618","MIR8069-2"
"35843","ENSG00000229231","FEM1AP1"
"35844","ENSG00000224922",""
"35845","ENSG00000173231","TERF1P1"
"35846","ENSG00000232797","FAM207CP"
"35847","ENSG00000224860","GXYLT1P2"
"35848","ENSG00000215562","CNN2P7"
"35849","ENSG00000234538","ZNF114P1"
"35850","ENSG00000228314","CYP4F29P"
"35851","ENSG00000230965","SNX18P13"
"35852","ENSG00000215559","ANKRD20A11P"
"35853","ENSG00000203616","RHOT1P2"
"35854","ENSG00000223287","RNU6-954P"
"35855","ENSG00000183249","NF1P3"
"35856","ENSG00000233442","PPP6R2P1"
"35857","ENSG00000275170","FRG2MP"
"35858","ENSG00000224905",""
"35859","ENSG00000249493","ANKRD20A18P"
"35860","ENSG00000201812","RNA5SP488"
"35861","ENSG00000277572",""
"35862","ENSG00000188992","LIPI"
"35863","ENSG00000240755","ERLEC1P1"
"35864","ENSG00000185272","RBM11"
"35865","ENSG00000243064","ABCC13"
"35866","ENSG00000155304","HSPA13"
"35867","ENSG00000155307","SAMSN1"
"35868","ENSG00000223662","SAMSN1-AS1"
"35869","ENSG00000232884",""
"35870","ENSG00000228600","POLR2CP1"
"35871","ENSG00000225502","GAPDHP16"
"35872","ENSG00000235609",""
"35873","ENSG00000281903","LINC02246"
"35874","ENSG00000226406","RBMX2P1"
"35875","ENSG00000235277",""
"35876","ENSG00000180530","NRIP1"
"35877","ENSG00000229047",""
"35878","ENSG00000231201",""
"35879","ENSG00000279390",""
"35880","ENSG00000236471",""
"35881","ENSG00000288536",""
"35882","ENSG00000288555",""
"35883","ENSG00000288578",""
"35884","ENSG00000280082",""
"35885","ENSG00000229425",""
"35886","ENSG00000224524","CYCSP42"
"35887","ENSG00000224247",""
"35888","ENSG00000212564","RNU6-1326P"
"35889","ENSG00000226298","RAD23BP3"
"35890","ENSG00000155313","USP25"
"35891","ENSG00000234159","RBPMSLP"
"35892","ENSG00000215386","MIR99AHG"
"35893","ENSG00000252273","RNU6-426P"
"35894","ENSG00000214976","VDAC2P1"
"35895","ENSG00000224602","RPS26P5"
"35896","ENSG00000201025","SNORD74B"
"35897","ENSG00000270071",""
"35898","ENSG00000270139",""
"35899","ENSG00000287066",""
"35900","ENSG00000280432",""
"35901","ENSG00000207638","MIR99A"
"35902","ENSG00000199030","MIRLET7C"
"35903","ENSG00000269950",""
"35904","ENSG00000207863","MIR125B2"
"35905","ENSG00000239023","RNU1-98P"
"35906","ENSG00000237735",""
"35907","ENSG00000232886",""
"35908","ENSG00000225735","NEK4P1"
"35909","ENSG00000278181",""
"35910","ENSG00000252462","RNU6-113P"
"35911","ENSG00000232560","LINC01549"
"35912","ENSG00000226580","RPL39P40"
"35913","ENSG00000266195","RN7SL163P"
"35914","ENSG00000154639","CXADR"
"35915","ENSG00000232260","BTF3L4P1"
"35916","ENSG00000200754",""
"35917","ENSG00000199962",""
"35918","ENSG00000154640","BTG3"
"35919","ENSG00000280594","BTG3-AS1"
"35920","ENSG00000226956",""
"35921","ENSG00000279648",""
"35922","ENSG00000240770","C21orf91-OT1"
"35923","ENSG00000154642","C21orf91"
"35924","ENSG00000154645","CHODL"
"35925","ENSG00000244676",""
"35926","ENSG00000231755","CHODL-AS1"
"35927","ENSG00000215369","RPL37P3"
"35928","ENSG00000227330",""
"35929","ENSG00000154646","TMPRSS15"
"35930","ENSG00000228708",""
"35931","ENSG00000224141","MIR548XHG"
"35932","ENSG00000230233",""
"35933","ENSG00000265841","MIR548X"
"35934","ENSG00000198618","PPIAP22"
"35935","ENSG00000279156",""
"35936","ENSG00000232193",""
"35937","ENSG00000226204",""
"35938","ENSG00000235965",""
"35939","ENSG00000229289",""
"35940","ENSG00000226818","SLC6A6P1"
"35941","ENSG00000231620",""
"35942","ENSG00000212609","RNU1-139P"
"35943","ENSG00000230198","RPL37P4"
"35944","ENSG00000271486","NIPA2P3"
"35945","ENSG00000229336","SREK1IP1P1"
"35946","ENSG00000215353","C1QBPP1"
"35947","ENSG00000233480","LINC01683"
"35948","ENSG00000233236","LINC02573"
"35949","ENSG00000251851","RNU6-772P"
"35950","ENSG00000252963","RN7SKP147"
"35951","ENSG00000233676","FDPSP6"
"35952","ENSG00000234439","KRT18P2"
"35953","ENSG00000233206","RPS3AP1"
"35954","ENSG00000276738",""
"35955","ENSG00000224924","LINC00320"
"35956","ENSG00000215351","PPIAP1"
"35957","ENSG00000154654","NCAM2"
"35958","ENSG00000226771",""
"35959","ENSG00000234730",""
"35960","ENSG00000237527",""
"35961","ENSG00000238265","LINC00317"
"35962","ENSG00000233997","LINC01425"
"35963","ENSG00000227075",""
"35964","ENSG00000233215","LINC01687"
"35965","ENSG00000184856","LINC00308"
"35966","ENSG00000234340",""
"35967","ENSG00000231136",""
"35968","ENSG00000202339","RNU4-45P"
"35969","ENSG00000226043",""
"35970","ENSG00000223488","MAPK6P2"
"35971","ENSG00000234034",""
"35972","ENSG00000225906",""
"35973","ENSG00000230972",""
"35974","ENSG00000275469","MIR6130"
"35975","ENSG00000219368","ZNF299P"
"35976","ENSG00000231058","MSANTD2P1"
"35977","ENSG00000286222",""
"35978","ENSG00000223078","RNU2-55P"
"35979","ENSG00000228592",""
"35980","ENSG00000223822","EEF1A1P1"
"35981","ENSG00000237569","TUBAP"
"35982","ENSG00000199698",""
"35983","ENSG00000227716",""
"35984","ENSG00000288094",""
"35985","ENSG00000287612",""
"35986","ENSG00000231986",""
"35987","ENSG00000235564",""
"35988","ENSG00000287801",""
"35989","ENSG00000226996",""
"35990","ENSG00000224018",""
"35991","ENSG00000224832","LINC01689"
"35992","ENSG00000237484","LINC01684"
"35993","ENSG00000226983","LINC01692"
"35994","ENSG00000227090",""
"35995","ENSG00000230379",""
"35996","ENSG00000237444",""
"35997","ENSG00000244278",""
"35998","ENSG00000232512",""
"35999","ENSG00000274662","RN7SKP236"
"36000","ENSG00000223870",""
"36001","ENSG00000222042",""
"36002","ENSG00000238627","RNA5SP489"
"36003","ENSG00000213885","RPL13AP7"
"36004","ENSG00000279534",""
"36005","ENSG00000185433","LINC00158"
"36006","ENSG00000229962",""
"36007","ENSG00000234883","MIR155HG"
"36008","ENSG00000283904","MIR155"
"36009","ENSG00000260583",""
"36010","ENSG00000154719","MRPL39"
"36011","ENSG00000154721","JAM2"
"36012","ENSG00000237731","RNGTTP1"
"36013","ENSG00000287109",""
"36014","ENSG00000227054","FDX1P2"
"36015","ENSG00000154723","ATP5PF"
"36016","ENSG00000154727","GABPA"
"36017","ENSG00000235514","LLPHP2"
"36018","ENSG00000142192","APP"
"36019","ENSG00000233783",""
"36020","ENSG00000251972","RNU6-123P"
"36021","ENSG00000224541",""
"36022","ENSG00000273492",""
"36023","ENSG00000206802","RNU6-926P"
"36024","ENSG00000286902",""
"36025","ENSG00000229025",""
"36026","ENSG00000232692",""
"36027","ENSG00000197934","CYYR1-AS1"
"36028","ENSG00000273115",""
"36029","ENSG00000166265","CYYR1"
"36030","ENSG00000154734","ADAMTS1"
"36031","ENSG00000223563",""
"36032","ENSG00000154736","ADAMTS5"
"36033","ENSG00000266133","MIR4759"
"36034","ENSG00000215326","GPX1P2"
"36035","ENSG00000231236",""
"36036","ENSG00000236332",""
"36037","ENSG00000233300","EIF4A1P1"
"36038","ENSG00000217026","RPL10P1"
"36039","ENSG00000219592","NCSTNP1"
"36040","ENSG00000234052","LINC01673"
"36041","ENSG00000225298","LINC00113"
"36042","ENSG00000234083",""
"36043","ENSG00000178457","LINC00314"
"36044","ENSG00000232079","LINC01697"
"36045","ENSG00000236532","LINC01695"
"36046","ENSG00000232855",""
"36047","ENSG00000226935","LINC00161"
"36048","ENSG00000283300",""
"36049","ENSG00000156239","N6AMT1"
"36050","ENSG00000215005","HSPD1P7"
"36051","ENSG00000215317","THUMPD1P1"
"36052","ENSG00000198862","LTN1"
"36053","ENSG00000176054","RPL23P2"
"36054","ENSG00000156253","RWDD2B"
"36055","ENSG00000273254",""
"36056","ENSG00000156256","USP16"
"36057","ENSG00000156261","CCT8"
"36058","ENSG00000231125",""
"36059","ENSG00000286018",""
"36060","ENSG00000156265","MAP3K7CL"
"36061","ENSG00000232687","RPL12P9"
"36062","ENSG00000201984",""
"36063","ENSG00000212479",""
"36064","ENSG00000224649",""
"36065","ENSG00000215533","LINC00189"
"36066","ENSG00000156273","BACH1"
"36067","ENSG00000236056","GAPDHP14"
"36068","ENSG00000248476","BACH1-IT1"
"36069","ENSG00000273017",""
"36070","ENSG00000232118","BACH1-AS1"
"36071","ENSG00000228817","BACH1-IT2"
"36072","ENSG00000234293","BACH1-IT3"
"36073","ENSG00000171189","GRIK1"
"36074","ENSG00000273464",""
"36075","ENSG00000174680","GRIK1-AS1"
"36076","ENSG00000259981",""
"36077","ENSG00000156282","CLDN17"
"36078","ENSG00000227342","LINC00307"
"36079","ENSG00000156284","CLDN8"
"36080","ENSG00000225267","RPL8P2"
"36081","ENSG00000188694","KRTAP24-1"
"36082","ENSG00000232263","KRTAP25-1"
"36083","ENSG00000197683","KRTAP26-1"
"36084","ENSG00000206107","KRTAP27-1"
"36085","ENSG00000186980","KRTAP23-1"
"36086","ENSG00000250973","KRTAP13-6P"
"36087","ENSG00000182816","KRTAP13-2"
"36088","ENSG00000265007","MIR4327"
"36089","ENSG00000198390","KRTAP13-1"
"36090","ENSG00000240432","KRTAP13-3"
"36091","ENSG00000186971","KRTAP13-4"
"36092","ENSG00000233640","KRTAP13-5P"
"36093","ENSG00000186970","KRTAP15-1"
"36094","ENSG00000184351","KRTAP19-1"
"36095","ENSG00000186965","KRTAP19-2"
"36096","ENSG00000244025","KRTAP19-3"
"36097","ENSG00000186967","KRTAP19-4"
"36098","ENSG00000186977","KRTAP19-5"
"36099","ENSG00000237841","KRTAP19-9P"
"36100","ENSG00000235312","KRTAP19-10P"
"36101","ENSG00000218125",""
"36102","ENSG00000236612","KRTAP19-11P"
"36103","ENSG00000186925","KRTAP19-6"
"36104","ENSG00000244362","KRTAP19-7"
"36105","ENSG00000206106","KRTAP22-2"
"36106","ENSG00000212938","KRTAP6-3"
"36107","ENSG00000186930","KRTAP6-2"
"36108","ENSG00000186924","KRTAP22-1"
"36109","ENSG00000184724","KRTAP6-1"
"36110","ENSG00000244624","KRTAP20-1"
"36111","ENSG00000206105","KRTAP20-4"
"36112","ENSG00000184032","KRTAP20-2"
"36113","ENSG00000206104","KRTAP20-3"
"36114","ENSG00000231068","KRTAP21-3"
"36115","ENSG00000236400","KRTAP21-4P"
"36116","ENSG00000187026","KRTAP21-2"
"36117","ENSG00000187005","KRTAP21-1"
"36118","ENSG00000238257",""
"36119","ENSG00000233036","KRTAP8-2P"
"36120","ENSG00000227840","KRTAP8-3P"
"36121","ENSG00000183640","KRTAP8-1"
"36122","ENSG00000274749","KRTAP7-1"
"36123","ENSG00000182591","KRTAP11-1"
"36124","ENSG00000156299","TIAM1"
"36125","ENSG00000206102","KRTAP19-8"
"36126","ENSG00000228941","UBE3AP2"
"36127","ENSG00000286643",""
"36128","ENSG00000237325",""
"36129","ENSG00000237594",""
"36130","ENSG00000230870","FBXW11P1"
"36131","ENSG00000234509",""
"36132","ENSG00000142168","SOD1"
"36133","ENSG00000238390",""
"36134","ENSG00000273271",""
"36135","ENSG00000156304","SCAF4"
"36136","ENSG00000229046","HMGN1P2"
"36137","ENSG00000273091",""
"36138","ENSG00000234107","TPT1P1"
"36139","ENSG00000142149","HUNK"
"36140","ENSG00000237138","HUNK-AS1"
"36141","ENSG00000230323","LINC00159"
"36142","ENSG00000261610",""
"36143","ENSG00000159055","MIS18A"
"36144","ENSG00000227256","MIS18A-AS1"
"36145","ENSG00000170262","MRAP"
"36146","ENSG00000232623","MRAP-AS1"
"36147","ENSG00000142207","URB1"
"36148","ENSG00000200792","SNORA80A"
"36149","ENSG00000256073","URB1-AS1"
"36150","ENSG00000265590","CFAP298-TCP10L"
"36151","ENSG00000166979","EVA1C"
"36152","ENSG00000229007","EXOSC3P1"
"36153","ENSG00000242220","TCP10L"
"36154","ENSG00000252045",""
"36155","ENSG00000252950","RNA5SP490"
"36156","ENSG00000159079","CFAP298"
"36157","ENSG00000228433","OR7E23P"
"36158","ENSG00000238220",""
"36159","ENSG00000159082","SYNJ1"
"36160","ENSG00000238197","PAXBP1-AS1"
"36161","ENSG00000159086","PAXBP1"
"36162","ENSG00000205930","C21orf62-AS1"
"36163","ENSG00000279690",""
"36164","ENSG00000205929","C21orf62"
"36165","ENSG00000224427",""
"36166","ENSG00000207098",""
"36167","ENSG00000232360",""
"36168","ENSG00000227757",""
"36169","ENSG00000228961","LINC01690"
"36170","ENSG00000205927","OLIG2"
"36171","ENSG00000232539","LINC00945"
"36172","ENSG00000184221","OLIG1"
"36173","ENSG00000226527",""
"36174","ENSG00000226433",""
"36175","ENSG00000229086","LINC01548"
"36176","ENSG00000249624",""
"36177","ENSG00000159110","IFNAR2"
"36178","ENSG00000223799","IL10RB-DT"
"36179","ENSG00000243646","IL10RB"
"36180","ENSG00000142166","IFNAR1"
"36181","ENSG00000226501","USF1P1"
"36182","ENSG00000159128","IFNGR2"
"36183","ENSG00000142188","TMEM50B"
"36184","ENSG00000215088","RPS5P3"
"36185","ENSG00000231355",""
"36186","ENSG00000177692","DNAJC28"
"36187","ENSG00000159131","GART"
"36188","ENSG00000233956","BTF3P6"
"36189","ENSG00000159140","SON"
"36190","ENSG00000284448","MIR6501"
"36191","ENSG00000159147","DONSON"
"36192","ENSG00000249209",""
"36193","ENSG00000205758","CRYZL1"
"36194","ENSG00000205726","ITSN1"
"36195","ENSG00000241837","ATP5PO"
"36196","ENSG00000237945","LINC00649"
"36197","ENSG00000244294","RN7SL740P"
"36198","ENSG00000273102",""
"36199","ENSG00000243927","MRPS6"
"36200","ENSG00000198743","SLC5A3"
"36201","ENSG00000272657",""
"36202","ENSG00000224598","RPS5P2"
"36203","ENSG00000227456","LINC00310"
"36204","ENSG00000214955",""
"36205","ENSG00000225555",""
"36206","ENSG00000159197","KCNE2"
"36207","ENSG00000205670","SMIM11A"
"36208","ENSG00000222018","FAM243A"
"36209","ENSG00000273104",""
"36210","ENSG00000243627","SMIM34A"
"36211","ENSG00000272958",""
"36212","ENSG00000180509","KCNE1"
"36213","ENSG00000221398",""
"36214","ENSG00000159200","RCAN1"
"36215","ENSG00000159212","CLIC6"
"36216","ENSG00000230978","LINC00160"
"36217","ENSG00000234380","LINC01426"
"36218","ENSG00000159216","RUNX1"
"36219","ENSG00000286153",""
"36220","ENSG00000234703",""
"36221","ENSG00000223671","RPL34P3"
"36222","ENSG00000231300","EZH2P1"
"36223","ENSG00000230794",""
"36224","ENSG00000211590","MIR802"
"36225","ENSG00000229761","RPS20P1"
"36226","ENSG00000234008","PPP1R2P2"
"36227","ENSG00000231106","LINC01436"
"36228","ENSG00000214914","RPL23AP3"
"36229","ENSG00000185917","SETD4"
"36230","ENSG00000189089","RIMKLBP1"
"36231","ENSG00000236677","SETD4-AS1"
"36232","ENSG00000200213","RNU6-992P"
"36233","ENSG00000230212",""
"36234","ENSG00000159228","CBR1"
"36235","ENSG00000236119",""
"36236","ENSG00000233393",""
"36237","ENSG00000226054","MEMO1P1"
"36238","ENSG00000236830","CBR3-AS1"
"36239","ENSG00000214889","RPS9P1"
"36240","ENSG00000159231","CBR3"
"36241","ENSG00000142197","DOP1B"
"36242","ENSG00000228149","RPL3P1"
"36243","ENSG00000214867","SRSF9P1"
"36244","ENSG00000273199",""
"36245","ENSG00000159256","MORC3"
"36246","ENSG00000228107",""
"36247","ENSG00000159259","CHAF1B"
"36248","ENSG00000224421","ATP5MFP1"
"36249","ENSG00000230479",""
"36250","ENSG00000233818",""
"36251","ENSG00000159261","CLDN14"
"36252","ENSG00000279365",""
"36253","ENSG00000223741","PSMD4P1"
"36254","ENSG00000286517",""
"36255","ENSG00000286852",""
"36256","ENSG00000231324",""
"36257","ENSG00000224269",""
"36258","ENSG00000159263","SIM2"
"36259","ENSG00000159267","HLCS"
"36260","ENSG00000237646","HLCS-IT1"
"36261","ENSG00000199806","RNA5SP491"
"36262","ENSG00000270652","DPRXP5"
"36263","ENSG00000224790",""
"36264","ENSG00000207416",""
"36265","ENSG00000215734","MRPL20P1"
"36266","ENSG00000183145","RIPPLY3"
"36267","ENSG00000212136","RNU6-696P"
"36268","ENSG00000185808","PIGP"
"36269","ENSG00000182670","TTC3"
"36270","ENSG00000270116",""
"36271","ENSG00000228677","TTC3-AS1"
"36272","ENSG00000230366","DSCR9"
"36273","ENSG00000263969","RN7SL678P"
"36274","ENSG00000157538","VPS26C"
"36275","ENSG00000242553",""
"36276","ENSG00000272948",""
"36277","ENSG00000287637",""
"36278","ENSG00000273210",""
"36279","ENSG00000157540","DYRK1A"
"36280","ENSG00000286717",""
"36281","ENSG00000157542","KCNJ6"
"36282","ENSG00000233213","KCNJ6-AS1"
"36283","ENSG00000184029","DSCR4"
"36284","ENSG00000223608","DSCR4-IT1"
"36285","ENSG00000198054","DSCR8"
"36286","ENSG00000157551","KCNJ15"
"36287","ENSG00000270835",""
"36288","ENSG00000233316","DSCR10"
"36289","ENSG00000226012",""
"36290","ENSG00000231123","SPATA20P1"
"36291","ENSG00000231231","LINC01423"
"36292","ENSG00000157554","ERG"
"36293","ENSG00000231480","SNRPGP13"
"36294","ENSG00000287470",""
"36295","ENSG00000223806","LINC00114"
"36296","ENSG00000157557","ETS2"
"36297","ENSG00000205622",""
"36298","ENSG00000229986",""
"36299","ENSG00000287082",""
"36300","ENSG00000229925",""
"36301","ENSG00000272015",""
"36302","ENSG00000227721","RPSAP64"
"36303","ENSG00000232837","LINC01700"
"36304","ENSG00000235888",""
"36305","ENSG00000288266",""
"36306","ENSG00000237609",""
"36307","ENSG00000228861","RPL23AP12"
"36308","ENSG00000235701","PCBP2P1"
"36309","ENSG00000276873",""
"36310","ENSG00000183527","PSMG1"
"36311","ENSG00000185658","BRWD1"
"36312","ENSG00000272991",""
"36313","ENSG00000232608","TIMM9P2"
"36314","ENSG00000237373","BRWD1-IT1"
"36315","ENSG00000229623","METTL21AP1"
"36316","ENSG00000255568","BRWD1-AS2"
"36317","ENSG00000238141","BRWD1-AS1"
"36318","ENSG00000205581","HMGN1"
"36319","ENSG00000252915",""
"36320","ENSG00000227406","RNF6P1"
"36321","ENSG00000182093","GET1"
"36322","ENSG00000285815","GET1-SH3BGR"
"36323","ENSG00000157578","LCA5L"
"36324","ENSG00000185437","SH3BGR"
"36325","ENSG00000275523","MIR6508"
