"","ensembl_gene_id","hgnc_symbol","logFC","logCPM","LR","PValue","FDR","1*KO_SALI -1*SALI"
"1015","ENSG00000084207","GSTP1",-0.209847525858626,8.68270669034388,0.507253871448683,0.476330056617635,0.997540545774586,0
"1016","ENSG00000084234","APLP2",-0.209967101760304,9.9693130304136,0.369237828415976,0.543420010302671,0.997540545774586,0
"1017","ENSG00000084444","FAM234B",-0.0869620827251816,4.32651428959524,0.0558022134132798,0.813258142315404,0.997540545774586,0
"1020","ENSG00000084652","TXLNA",-0.133412798254232,7.68109491858132,0.513072637652503,0.473811751417128,0.997540545774586,0
"1026","ENSG00000084764","MAPRE3",0.0857493050007561,5.60386627752097,0.183261209624897,0.668585459659456,0.997540545774586,0
"1027","ENSG00000084774","CAD",-0.168074912618198,7.00325761927618,0.688098484610883,0.406811910582001,0.997540545774586,0
"1030","ENSG00000085185","BCORL1",0.16169621675193,3.85889006894125,0.336180170341589,0.562042442520768,0.997540545774586,0
"1033","ENSG00000085274","MYNN",0.0987640040051219,4.76030131629611,0.137383506036835,0.710896142156999,0.997540545774586,0
"1035","ENSG00000085377","PREP",-0.176240713106449,4.79506889893261,0.241817289839581,0.622896642407277,0.997540545774586,0
"1036","ENSG00000085382","HACE1",0.119015269833043,4.36212575186972,0.0950892628298874,0.757804253853909,0.997540545774586,0
"1038","ENSG00000085433","WDR47",-0.137821039082051,3.67047721458792,0.148954569663974,0.699536417405242,0.997540545774586,0
"1039","ENSG00000085465","OVGP1",0.150244158047859,4.57673664504104,0.149015482706005,0.699477979134105,0.997540545774586,0
"1040","ENSG00000085491","SLC25A24",-0.366349484580646,5.52612736874602,0.420058137398456,0.516908036261397,0.997540545774586,0
"1041","ENSG00000085511","MAP3K4",-0.190428150866091,5.45376583503853,0.582930227092783,0.445166052094802,0.997540545774586,0
"1042","ENSG00000085514","PILRA",-0.289467024648989,2.12620645566225,0.381841439006017,0.536619373331933,0.997540545774586,0
"1043","ENSG00000085644","ZNF213",-0.0525114444946052,4.59068462388918,0.0469894732155787,0.828387160590405,0.997540545774586,0
"1045","ENSG00000085719","CPNE3",-0.224133887561005,6.99554247402776,0.599608886940473,0.438727292348374,0.997540545774586,0
"1046","ENSG00000085721","RRN3",-0.0563756452952887,5.39763712856488,0.026990097612245,0.869505504450609,0.997540545774586,0
"1047","ENSG00000085788","DDHD2",-0.159212468774147,4.56775024481163,0.322705304175884,0.569986374068034,0.997540545774586,0
"1049","ENSG00000085871","MGST2",-0.0472515801772041,5.67058566297669,0.0388689316101196,0.843708551076335,0.997540545774586,0
"1050","ENSG00000085872","CHERP",0.0679946666146019,5.35691030852708,0.0430285871759182,0.835671453576446,0.997540545774586,0
"1052","ENSG00000085982","USP40",0.168255997222199,6.70236261706921,0.703359115642316,0.401657279476349,0.997540545774586,0
"1053","ENSG00000085998","POMGNT1",-0.0828169106425322,6.84848301650896,0.196203976117086,0.657802493745723,0.997540545774586,0
"1054","ENSG00000085999","RAD54L",-0.121935417598889,5.14372563459679,0.156795036291825,0.692124555765912,0.997540545774586,0
"1055","ENSG00000086015","MAST2",-0.172215429460791,7.84984607450418,0.474938403611539,0.490724001701834,0.997540545774586,0
"1058","ENSG00000086065","CHMP5",-0.130938217074243,6.99880175005124,0.146013875478292,0.702374122896145,0.997540545774586,0
"1061","ENSG00000086200","IPO11",-0.09529610868903,4.10362459674263,0.0843180764674614,0.771528793202455,0.997540545774586,0
"1067","ENSG00000086504","MRPL28",-0.201898846711338,7.12764381717262,0.328947576335072,0.56627945135777,0.997540545774586,0
"1068","ENSG00000086544","ITPKC",-0.268969445367762,7.54606528466583,0.704527174754134,0.401266666339938,0.997540545774586,0
"1069","ENSG00000086548","CEACAM6",-0.362435666304841,7.60637638499263,0.578566281981423,0.446874841948957,0.997540545774586,0
"1070","ENSG00000086570","FAT2",0.180873040231271,-0.086308805174786,0.0768918026545649,0.781554587513438,0.997540545774586,0
"1073","ENSG00000086666","ZFAND6",0.216042005967261,6.86379485625231,0.460778573819375,0.497260330330366,0.997540545774586,0
"1075","ENSG00000086758","HUWE1",-0.196120060873615,7.8010081332234,0.515295706435992,0.47285532777516,0.997540545774586,0
"1077","ENSG00000087008","ACOX3",-0.124140343038135,5.39137656093543,0.29334200415019,0.588086812135146,0.997540545774586,0
"1079","ENSG00000087074","PPP1R15A",-0.0880509350166713,7.47703590044344,0.152273682527547,0.696371946594143,0.997540545774586,0
"1080","ENSG00000087076","HSD17B14",-0.136036549842591,4.95652570414549,0.29104132398945,0.589553996931546,0.997540545774586,0
"1086","ENSG00000087095","NLK",-0.143429543072064,5.39524233400608,0.315681087659264,0.574214787228636,0.997540545774586,0
"1090","ENSG00000087191","PSMC5",-0.187626462853226,7.56745677423063,0.524318542203726,0.469005305906734,0.997540545774586,0
"1091","ENSG00000087206","UIMC1",-0.133920619497771,5.77081833044328,0.469975275402481,0.492998543235106,0.997540545774586,0
"1095","ENSG00000087269","NOP14",-0.0902937220878839,5.57733644588886,0.140091781710259,0.70818978590798,0.997540545774586,0
"1096","ENSG00000087301","TXNDC16",0.137690990678867,4.30322929521455,0.127846837575525,0.720675041208107,0.997540545774586,0
"1099","ENSG00000087460","GNAS",-0.136924354516812,10.3625580479677,0.197836336750328,0.656472990103905,0.997540545774586,0
"1100","ENSG00000087470","DNM1L",0.0503631575451472,6.03165798102803,0.0518486213974754,0.819877199470098,0.997540545774586,0
"1101","ENSG00000087494","PTHLH",0.492130024024317,-0.0908994736248776,0.62466260276133,0.429319892341801,0.997540545774586,0
"1104","ENSG00000087586","AURKA",0.268895995075475,6.06378254909369,0.449848151576493,0.502407073571544,0.997540545774586,0
"1105","ENSG00000087842","PIR",-0.145324179602606,4.25801345735401,0.348002558904973,0.555246016664798,0.997540545774586,0
"1108","ENSG00000087995","METTL2A",0.0714767639967174,4.93777800178249,0.0902236129021698,0.763893070405214,0.997540545774586,0
"1110","ENSG00000088038","CNOT3",-0.135459466733063,6.22306944469348,0.2942159564656,0.587531426943804,0.997540545774586,0
"1112","ENSG00000088179","PTPN4",0.19435162747391,5.21507480059403,0.634881238641128,0.425570476117094,0.997540545774586,0
"1114","ENSG00000088256","GNA11",-0.16112710306667,6.50068640460738,0.724404857692278,0.394702825980751,0.997540545774586,0
"1117","ENSG00000088305","DNMT3B",-0.12179746530035,4.65267936351663,0.157075191902873,0.691863717473595,0.997540545774586,0
"1119","ENSG00000088367","EPB41L1",-0.246182560305868,6.64141052896353,0.726206763982063,0.394115493969281,0.997540545774586,0
"1121","ENSG00000088448","ANKRD10",0.0649650362348044,7.94443132191832,0.0564294816613007,0.812230984993194,0.997540545774586,0
"1125","ENSG00000088682","COQ9",-0.195996164157855,5.76361932146736,0.531318865494747,0.46605290827114,0.997540545774586,0
"1127","ENSG00000088756","ARHGAP28",-0.277450741448611,1.96385523011526,0.398924499333454,0.527645213455404,0.997540545774586,0
"1131","ENSG00000088826","SMOX",0.20474204671491,3.1792845421295,0.40730475336448,0.523340685803208,0.997540545774586,0
"1135","ENSG00000088876","ZNF343",0.138110220065162,2.90231096622991,0.133847830217952,0.714475368128441,0.997540545774586,0
"1136","ENSG00000088888","MAVS",0.14529816433677,3.23687189673175,0.182985737747041,0.668819801914174,0.997540545774586,0
"1141","ENSG00000089009","RPL6",-0.151926138848676,10.3463063934013,0.346736180112408,0.555966539690095,0.997540545774586,0
"1144","ENSG00000089053","ANAPC5",0.0521561954973851,7.90782367541351,0.0626782916142155,0.802311798564515,0.997540545774586,0
"1145","ENSG00000089057","SLC23A2",0.0980063456646813,4.234860154288,0.10346570119793,0.747709641384889,0.997540545774586,0
"1146","ENSG00000089060","SLC8B1",0.198141759445722,6.58778086185074,0.749760102050754,0.386552194507856,0.997540545774586,0
"1147","ENSG00000089063","TMEM230",-0.097488097483163,5.58046922380748,0.0907281324414484,0.763253518895557,0.997540545774586,0
"1148","ENSG00000089094","KDM2B",-0.0933128865660797,3.27563417139126,0.0839765853699888,0.771979088234347,0.997540545774586,0
"1150","ENSG00000089127","OAS1",0.20249833438053,6.17478718202404,0.169841534386052,0.680252679478278,0.997540545774586,0
"1151","ENSG00000089157","RPLP0",-0.219912333307249,11.1546407017741,0.530651268918007,0.466333181167635,0.997540545774586,0
"1155","ENSG00000089234","BRAP",-0.0592160335378074,5.62122235121411,0.0980659978930722,0.754162973022366,0.997540545774586,0
"1158","ENSG00000089327","FXYD5",0.0817173993924055,5.03665397176297,0.0447385990686158,0.832485421584714,0.997540545774586,0
"1159","ENSG00000089335","ZNF302",0.0582167445725769,6.0825508214274,0.06555851922014,0.797916878483402,0.997540545774586,0
"1162","ENSG00000089597","GANAB",-0.173061371510278,8.89943870155159,0.267419272836555,0.605068223114207,0.997540545774586,0
"1169","ENSG00000089775","ZBTB25",0.0901701810212318,5.56565735950202,0.189533994768132,0.663304752893032,0.997540545774586,0
"1170","ENSG00000089820","ARHGAP4",0.236037057829192,8.60275054222046,0.522895468105457,0.46960916440641,0.997540545774586,0
"1174","ENSG00000090006","LTBP4",0.149348531925951,7.98944144718478,0.359604279476178,0.548726090703883,0.997540545774586,0
"1177","ENSG00000090054","SPTLC1",-0.123917655265738,4.96853547699411,0.0571622224279622,0.811038723836298,0.997540545774586,0
"1178","ENSG00000090061","CCNK",-0.139107512466244,6.02516795768048,0.115463928984838,0.734007270938554,0.997540545774586,0
"1184","ENSG00000090316","MAEA",0.0471639878596839,6.79951219199419,0.0465191280799822,0.829234904717828,0.997540545774586,0
"1185","ENSG00000090339","ICAM1",-0.144208636787119,7.00289535209466,0.166975768952383,0.682813643285212,0.997540545774586,0
"1188","ENSG00000090520","DNAJB11",0.0589041631143624,7.22503426235143,0.0899794451905809,0.764203288428099,0.997540545774586,0
"1191","ENSG00000090581","GNPTG",-0.135318119415297,6.65179597996088,0.416477802233111,0.518699805349527,0.997540545774586,0
"1192","ENSG00000090615","GOLGA3",-0.0528585147614706,8.10337911799378,0.0466394125637457,0.829017680187269,0.997540545774586,0
"1195","ENSG00000090674","MCOLN1",0.0796414114210886,4.7334987448392,0.0989742810469707,0.753064026212304,0.997540545774586,0
"1196","ENSG00000090686","USP48",0.113760947715467,6.69013705364763,0.366182212540048,0.54509267959453,0.997540545774586,0
"1197","ENSG00000090776","EFNB1",-0.0923981845172746,4.03155079852417,0.122842051353288,0.725972266131814,0.997540545774586,0
"1199","ENSG00000090863","GLG1",0.0356653645725277,7.34219366039042,0.0290927724687791,0.864565006241517,0.997540545774586,0
"1200","ENSG00000090889","KIF4A",0.332642020028528,6.07268261794904,0.59684680855576,0.439783646794998,0.997540545774586,0
"1202","ENSG00000090924","PLEKHG2",0.122721596941301,5.9173016283141,0.183911813574532,0.668032820996517,0.997540545774586,0
"1203","ENSG00000090971","NAT14",-0.224436969958021,6.03475801846346,0.412977932970563,0.520461881020998,0.997540545774586,0
"1206","ENSG00000091039","OSBPL8",-0.230400563598798,5.9850764356673,0.301042408569401,0.583229661077999,0.997540545774586,0
"1208","ENSG00000091106","NLRC4",0.320725670585459,2.44160668439411,0.547216231175529,0.459457376666452,0.997540545774586,0
"1209","ENSG00000091127","PUS7",0.102765113702484,5.26614497780042,0.109927253455432,0.740226971899275,0.997540545774586,0
"1211","ENSG00000091137","SLC26A4",-0.4814241567992,0.541319218293251,0.609927521347,0.43481510093898,0.997540545774586,0
"1212","ENSG00000091140","DLD",-0.266893042894892,6.21182028826226,0.307395133962942,0.579283051378147,0.997540545774586,0
"1213","ENSG00000091157","WDR7",-0.278767803455622,3.7556212038755,0.366855414008125,0.544723346270859,0.997540545774586,0
"1215","ENSG00000091262","ABCC6",-0.084133365618234,2.81334456987689,0.0347143769356428,0.852195435132969,0.997540545774586,0
"1220","ENSG00000091527","CDV3",-0.278589790347557,7.15268173619142,0.631691845322344,0.426735412278792,0.997540545774586,0
"1221","ENSG00000091536","MYO15A",0.154328021379253,2.34495688919921,0.096181526222459,0.756460984694024,0.997540545774586,0
"1224","ENSG00000091640","SPAG7",-0.145431649383877,6.88360328977894,0.265977710987237,0.60604281030904,0.997540545774586,0
"1233","ENSG00000092098","RNF31",0.164027131813366,4.69130443725545,0.403698750300865,0.525185223882581,0.997540545774586,0
"1234","ENSG00000092108","SCFD1",-0.109786896198949,6.60804879491674,0.211122021454868,0.64588939301631,0.997540545774586,0
"1235","ENSG00000092140","G2E3",0.287486666917153,5.30261574410516,0.63697045415676,0.424809973425795,0.997540545774586,0
"1236","ENSG00000092148","HECTD1",-0.0734958229567231,7.44764239937104,0.0685030368996706,0.793528955902313,0.997540545774586,0
"1237","ENSG00000092199","HNRNPC",-0.0460506819604289,9.17809591518166,0.0328140851171099,0.856252520159259,0.997540545774586,0
"1239","ENSG00000092201","SUPT16H",-0.0611167352380382,7.38047332958788,0.0577370596130606,0.810109034945389,0.997540545774586,0
